business_status,formatted_address,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,price_level,rating,reference,types,user_ratings_total,geometry.location.lat,geometry.location.lng,geometry.viewport.northeast.lat,geometry.viewport.northeast.lng,geometry.viewport.southwest.lat,geometry.viewport.southwest.lng,opening_hours.open_now,plus_code.compound_code,plus_code.global_code
OPERATIONAL,"200 Kent Ave, Brooklyn, NY 11249, United States",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Trader Joe's,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115536830579456360218"">Anthony Macapugay</a>'], 'photo_reference': 'AfLeUgPVWCVxBI8PcK8TDow6KMz1j3sJTnFsdOjW0bpAD_w1skRK873Fd9JHb1DdoUVo5Axza7Enl0LlN1pdiwFIrQKGdx1n5PEXcqgvhOYpf0JPH9Eyiuf-hcdV1U8F2A72kH44VhHwVbz73SGfejj3uChL7CdIRVrUIagcFA1zYFD2pPLr', 'width': 4032}]",ChIJyWDn6ndZwokR234SqsAnT_s,,4.7,ChIJyWDn6ndZwokR234SqsAnT_s,"['grocery_or_supermarket', 'supermarket', 'food', 'store', 'health', 'point_of_interest', 'establishment']",482,40.7180932,-73.9643128,40.71940533,-73.96290117,40.71670567,-73.96560083,FALSE,P29P+67 New York,87G8P29P+67
OPERATIONAL,"445 Gold St, Brooklyn, NY 11201, United States",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Trader Joe's,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115924793540509610412"">Michelle S</a>'], 'photo_reference': 'AfLeUgPBfSYKfWMmQKIze12x_qzxzwHB8ENc_qI_pLdRKSfEboRHWhsQixmHFJSibU97g7yd3RHghOz0XKjWKVyG5Pq0YAMerAmDfF6jUea1M8yjJrMXN7mTIgi9OGdkXemUwZij7J143LDqBdSyRd0a2gy2oSXCmEUefrSLCxb3xryyghis', 'width': 4032}]",ChIJP2ZvVUtawokR6e567fAOx4M,2,4.6,ChIJP2ZvVUtawokR6e567fAOx4M,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']",3876,40.6912253,-73.9827655,40.69270198,-73.98153547,40.69000232,-73.98423513,FALSE,M2R8+FV New York,87G8M2R8+FV
OPERATIONAL,"9030 Metropolitan Ave, Queens, NY 11374, United States",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Trader Joe's,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117561919292626814313"">Jacky</a>'], 'photo_reference': 'AfLeUgNyec7gSbgaFfIQ8Ctw3KWpb0T0RoNaYGUqMVUTVEzGAuq3vAcG_68jix3qS72AVc_8_Yk5nhQKep1ZW_JNpTJNed2uyTzin5zC72oFAMgBnbD3i0BWqpFdEPrr5_REDPskZgB77JzN4GMsSFmu6tPfjbIZuvBYd6XexgQI4O3tMWba', 'width': 1920}]",ChIJ4YO7bBFewokRRp5wtOWm_EU,2,4.4,ChIJ4YO7bBFewokRRp5wtOWm_EU,"['grocery_or_supermarket', 'supermarket', 'food', 'store', 'health', 'point_of_interest', 'establishment']",5285,40.7108566,-73.8583482,40.71244053,-73.85689957,40.70974087,-73.85959923,FALSE,P46R+8M New York,87G8P46R+8M
OPERATIONAL,"130 Court St, Brooklyn, NY 11201, United States",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Trader Joe's,"[{'height': 3036, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100336093535407728732"">Kim T</a>'], 'photo_reference': 'AfLeUgMeSjVROF5oTjvIAHQYaW2EFAKEp5aCqWh2gTZhLfkcqdjnXqudYdc7IB6zS7cYE2AZ3F5KJwLt4MmJUOIRu2jp9htl3DBDuSSLMfL0BenGjwNcFoW_dZghs3pUH0tOtmBJ3askOIpInEwD9m4k0Tu7y5-bE0Q2N_e5-gpmGRrRopng', 'width': 4048}]",ChIJhS5Yr09awokR44Umk8YfdIY,2,4.5,ChIJhS5Yr09awokR44Umk8YfdIY,"['grocery_or_supermarket', 'supermarket', 'food', 'store', 'health', 'point_of_interest', 'establishment']",5321,40.6895837,-73.9928699,40.69088713,-73.99131192,40.68818747,-73.99401158,FALSE,M2Q4+RV New York,87G8M2Q4+RV
OPERATIONAL,"10 Columbus Cir Ste Sc101, New York, NY 10019, United States",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Whole Foods Market,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114498497502106249934"">ablo sow</a>'], 'photo_reference': 'AfLeUgMCF1EEoa0pLPXNS7XQdNz5oHEouxBLvnTjqQwZtNMWvA153tV9r-w4hZO2UJ_2pw3_0IXfsTsu_sB4qHxNhCVq7YBlTdSH3H3FemnWN5oRk2jGTk7wwxugzfAU4dVPMaHHeAL2s_LWMVgSFcbokf8lGYvZXUM_xKmZ8bhTYWnaaNQT', 'width': 4032}]",ChIJvaMqIvZYwokR9tb1ok27g8U,3,4.3,ChIJvaMqIvZYwokR9tb1ok27g8U,"['grocery_or_supermarket', 'supermarket', 'liquor_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",3360,40.7685526,-73.9831866,40.7697777,-73.9814447,40.7670033,-73.9844279,FALSE,Q298+CP New York,87G8Q298+CP
OPERATIONAL,"4 Union Square South, NY 10003, United States",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Whole Foods Market,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105084356503639019333"">Amanda Riojas</a>'], 'photo_reference': 'AfLeUgPt-zg98gbOTZuJIo30BZKsD_995bglSMOSjLGA_rEzjeOqreCC1LcQo2KH-i5JihMQn1wbvJ1s487Z1Mw2tofHMX41Z7LgNPg_zlY2dck6Ypd4xdfan7KNHoxAOEFLHy7kn0joIc4wpl3clpVA6StSjdP5hqp4ATplpdlmaGRitOW-', 'width': 4032}]",ChIJlZFg95hZwokRzTo2UWdo0Lg,3,4.2,ChIJlZFg95hZwokRzTo2UWdo0Lg,"['grocery_or_supermarket', 'supermarket', 'liquor_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",4293,40.7348264,-73.9912049,40.73623578,-73.98978337,40.73353612,-73.99248303,FALSE,P2M5+WG New York,87G8P2M5+WG
OPERATIONAL,"1095 6th Ave, New York, NY 10036, United States",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Whole Foods Market,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101985435871086178750"">Benni Heese</a>'], 'photo_reference': 'AfLeUgMftldZVAXZCWegbvIeIH5CJJCDE2_IsY2La7VbBq2STeDMG27taL6iSAkgPtp_fUvIDeP9Bb4hYcoyTA8dieSJSS9EC3E7uLeypppmH-DnyHvcCdN1rVT609XtMoTJatNZ_CTwcit7xykVqDT1L0UoO1_jXDUkIRO8QnzGJBphTQIK', 'width': 3024}]",ChIJC2AqwapZwokR2O17hSVPjrE,3,4.4,ChIJC2AqwapZwokR2O17hSVPjrE,"['grocery_or_supermarket', 'supermarket', 'liquor_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",6060,40.7545529,-73.984657,40.75581723,-73.98316642,40.75311757,-73.98586608,FALSE,Q238+R4 New York,87G8Q238+R4
OPERATIONAL,"450 W 33rd St, New York, NY 10001, United States",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Whole Foods Market,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116059295803356416293"">Mihai Manitiu</a>'], 'photo_reference': 'AfLeUgMU8CTY_DlLqo7bcoMh28bsbcEb4pQgR9fVj53EGdVzSB-h6pWuLdYitVrbJbzsGrocc9gMA8YX6d0uDVDEHkapPAN9hk4b5jtG3P34gPvLsZgUck9eyC6SIJqPKc1DqFAgC6U7tSTpTPDAcT3gMQ516F2DNG6ZQX0fZIKZ0v4ou8dz', 'width': 4032}]",ChIJI2yhZBxZwokRaLg_A-8sqDA,,4.5,ChIJI2yhZBxZwokRaLg_A-8sqDA,"['grocery_or_supermarket', 'supermarket', 'liquor_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",591,40.7528918,-73.9997371,40.75431693,-73.99865987,40.75161727,-74.00135953,FALSE,Q232+54 New York,87G8Q232+54
OPERATIONAL,"63 Madison Ave, New York, NY 10016, United States",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Whole Foods Market,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106634007242480479104"">Edward Halim</a>'], 'photo_reference': 'AfLeUgMIckFyMfWip1vvXfUIz9fE-S3_WbsUIiwUyAYKhrCUvfr7rnCkeH-uUW8QNNf4ovacTHgAXUhsEVqktiOvBhAl5iFKZYjB2JGbNjeMsgvUfXsUN4d5VG7RySRN6jlqOSt8jPiGQPpjO90tl6Gu3MlnW2tAgvMHTZxxbOSSZ8I15UGI', 'width': 4032}]",ChIJkTgowqdZwokR9eCCOtg2iB0,,4.5,ChIJkTgowqdZwokR9eCCOtg2iB0,"['grocery_or_supermarket', 'supermarket', 'liquor_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",272,40.7434963,-73.9855379,40.74493238,-73.98439142,40.74223272,-73.98709108,FALSE,P2V7+9Q New York,87G8P2V7+9Q
OPERATIONAL,"250 7th Ave, New York, NY 10001, United States",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Whole Foods Market .,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110878256926568712846"">Terence Fung</a>'], 'photo_reference': 'AfLeUgMHPycz3NbmiKpcZo4CEsKGteC82AaZnEJAkAe6tSWpqiGE2NeLUWvlIf7jYaGsF49W8R8YVwvwmtmvUiX2k0DF5Tdoec0nHwpZz3Lhmnz1zLQm2T2cWlZ1Y6dtj8v6_5p24mDETWrcZc4KSSuoCf-g0xQZ6HqfDe9DZhnayYPP_KPJ', 'width': 4032}]",ChIJu9jzyANbwokRIb60wMQSvqQ,2,4.2,ChIJu9jzyANbwokRIb60wMQSvqQ,"['grocery_or_supermarket', 'supermarket', 'liquor_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",2589,40.7449592,-73.9952913,40.74644653,-73.99391562,40.74374687,-73.99661528,FALSE,P2V3+XV New York,87G8P2V3+XV
OPERATIONAL,"226 E 57th St, New York, NY 10022, United States",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Whole Foods Market,"[{'height': 9000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101214414976060054235"">Boris Pinto</a>'], 'photo_reference': 'AfLeUgOschKo_n8DY2bhdq7QcTfoW-twkN2Y_hwFH0Gw1nEaEa4epH6m6abb0iFA236k2wBLuOFAEwpKTkQJgfDHH_wnCmZtcYpEG10NxCtmhBugDjoSGBjxiASlFIxxhXNM-RbpAhPUirVJ1sxA7AqxECQ8X2Eccl-zNnYTovffkRB3DRoE', 'width': 12000}]",ChIJvYILMORYwokRywGbSMh9b_c,3,4.2,ChIJvYILMORYwokRywGbSMh9b_c,"['grocery_or_supermarket', 'supermarket', 'liquor_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",2248,40.7593039,-73.9663868,40.76086543,-73.96479532,40.75816577,-73.96749498,FALSE,Q25M+PC New York,87G8Q25M+PC
OPERATIONAL,"95 E Houston St, New York, NY 10002, United States",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Whole Foods Market,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103090034214256104623"">A Google User</a>'], 'photo_reference': 'AfLeUgNRZeD1xF40RkEPsKFBnQfWzxeqIbw1coqTnSog0oeZdHOPjogiG0XX2vnrD2sVWgkm4WnxvFrA_LgakO34u8_XrZ3LlvA7aRB0bNsEAObADNNgG0CbGl0s-AmS9ROUwOoYPjFY3BRrxTaP-Ro9s5Z1cx0mIZ7kNTSRofYq7yy722DQ', 'width': 4032}]",ChIJQ5yUr4VZwokRbMN-yaOarmc,1,4.2,ChIJQ5yUr4VZwokRbMN-yaOarmc,"['grocery_or_supermarket', 'supermarket', 'liquor_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",2690,40.7238246,-73.9923102,40.72524373,-73.99092052,40.72254407,-73.99362018,FALSE,P2F5+G3 New York,87G8P2F5+G3
OPERATIONAL,"270 Greenwich St, New York, NY 10007, United States",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Whole Foods Market,"[{'height': 3036, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109019006115553266448"">Alenka S</a>'], 'photo_reference': 'AfLeUgNNqh-y4PuxCeUst8kBlI6FVlMQEzabSH0YENsReXA5psIegZvFqywkqqTnKxbiYKqKDSTdjz5LbjttItlYD-SdfRUKA7A9AHFjaT0q2JWSj6Ls1QRJRRR0kb4xbajIi50IZ8s7LKInz9K-J02OGRA6ZxZrNs2pXM11pYYBGMobwgFH', 'width': 4048}]",ChIJl4BZ5opZwokRUR0n7MrTIEA,3,4.4,ChIJl4BZ5opZwokRUR0n7MrTIEA,"['grocery_or_supermarket', 'supermarket', 'liquor_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",3366,40.7155341,-74.0120518,40.71711948,-74.0102153,40.71441982,-74.0139521,FALSE,PX8Q+65 New York,87G7PX8Q+65
OPERATIONAL,"808 Columbus Ave, New York, NY 10025, United States",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Whole Foods Market,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109896805750470100724"">Maria Eugenia</a>'], 'photo_reference': 'AfLeUgOJGHhee-PbPPYBdaUB3Ly-VX4UPeuCxP0vQBe1ubrWBx9o02jYqzxTTYrN6y-yMnA3Vl9xjEnqJthR8wqsSyTNHCyywKRnWgB_8hyXDWKmY3Yvf3Ln_-gjFbLAgju052YWmgbcguVpThhQvLrBLLntLLb-ZwPU8h85fEtfmYMMJ0tP', 'width': 3024}]",ChIJ-6ZxFif2wokRaRaETTJc_9Q,2,4.2,ChIJ-6ZxFif2wokRaRaETTJc_9Q,"['grocery_or_supermarket', 'supermarket', 'liquor_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",2332,40.7939667,-73.9671163,40.79526908,-73.96561142,40.79256942,-73.96831108,FALSE,Q2VM+H5 New York,87G8Q2VM+H5
